,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,110,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Adventitial fibroblasts,0,187,21,0,0,0,0,1,0,0,0,0,0,0,1,2,7,1,0,0,0,1,0,27,0,0,0,0,0,0,0
Alveolar fibroblasts,0,9,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Alveolar macrophages,0,1,1,596,0,0,0,2,4,2,14,0,0,0,1,0,4,0,116,0,0,2,13,0,0,1,0,0,0,0,0
B cells,0,0,0,0,546,0,4,2,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Basal resting,0,0,0,0,0,623,0,0,0,27,0,0,0,1,0,0,4,6,0,0,2,0,0,0,0,0,0,0,0,87,0
CD4 T cells,0,0,0,0,1,0,854,115,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8 T cells,0,0,0,0,2,2,83,884,0,3,0,0,0,1,0,0,1,0,0,0,0,57,0,0,1,0,0,0,0,1,1
Classical monocytes,0,0,0,0,0,1,2,1,925,3,23,0,0,0,0,0,0,0,34,0,0,0,45,0,0,0,0,0,0,1,0
Club,0,0,0,2,0,0,0,0,0,663,0,1,0,0,0,0,202,8,0,0,0,0,0,0,0,0,1,0,0,81,10
DC2,0,0,0,5,7,1,0,2,9,3,765,0,0,0,0,0,0,0,80,0,0,0,12,0,0,0,0,0,0,1,0
Deuterosomal,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,387,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,1,0,0,0,0,0,0,23,473,10,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,3,0,0,0,0,7,367,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,0,0,0,0,0,0,1,0,0,13,23,544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goblet,0,0,0,1,0,0,0,0,0,153,0,1,0,1,0,0,678,2,0,1,12,0,0,0,0,0,4,3,0,12,8
Hillock-like,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,11,290,0,1,0,0,0,0,0,0,0,0,0,58,0
Interstitial macrophages,0,0,0,61,0,0,0,2,39,1,100,0,0,0,0,0,0,0,904,0,1,3,11,0,0,0,0,0,0,0,0
Ionocyte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0
Multiciliated,0,0,0,0,0,4,1,1,0,8,0,11,0,0,0,0,7,1,0,0,1628,0,0,0,1,0,0,0,0,5,1
NK cells,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,1,0,0,0,0,0
Non-classical monocytes,0,0,0,2,2,1,1,0,57,0,8,0,0,0,0,0,0,0,44,0,2,0,431,0,0,0,0,0,0,0,0
Peribronchial fibroblasts,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,282,0,0,0,0,1,0,0
Pericytes,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0
Plasma cells,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0
SMG duct,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,253,0,1,2,3
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,152,0,0
Suprabasal,2,0,0,0,0,83,0,2,1,92,2,4,1,0,0,0,5,27,0,0,1,0,0,0,0,0,2,0,0,720,1
Transitional Club-AT2,0,0,0,0,0,1,0,2,1,16,0,0,0,0,0,0,18,0,0,0,1,1,0,0,0,0,1,0,0,1,558
