,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,168,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,31
Adventitial fibroblasts,0,223,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,1,0,0,0,0,0,0
Alveolar fibroblasts,0,31,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0
Alveolar macrophages,0,2,0,722,0,0,0,0,1,0,17,0,0,0,2,1,0,0,268,0,0,0,7,0,0,1,0,0,0,0,0
B cells,0,0,0,0,246,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
Basal resting,1,1,0,0,0,626,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,120,0
CD4 T cells,0,0,0,0,7,0,771,93,1,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,13,0,2,0,0,1
CD8 T cells,1,1,0,0,4,3,148,865,0,0,1,0,1,0,0,0,0,3,0,0,1,69,2,0,0,3,0,0,0,3,1
Classical monocytes,0,1,0,1,0,0,1,0,880,0,9,0,0,0,1,0,0,0,31,0,0,0,60,0,0,3,0,0,1,0,0
Club,0,0,0,1,0,1,1,0,1,321,0,2,0,0,0,0,255,4,0,2,0,0,0,0,0,0,4,4,0,36,16
DC2,0,0,0,21,33,0,1,3,11,1,742,1,0,0,0,0,0,0,53,0,0,0,49,0,0,2,0,0,0,0,1
Deuterosomal,0,0,0,0,0,0,0,0,0,2,0,110,0,0,0,0,43,0,0,4,45,0,0,0,0,0,0,0,0,0,0
EC aerocyte capillary,0,0,0,0,0,0,2,0,0,0,0,0,138,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,0,2,1,1,0,0,0,18,279,1,99,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,2,0,0,0,0,3,247,151,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
EC venous systemic,0,0,0,0,0,0,0,0,0,0,0,0,10,64,49,464,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
Goblet,1,0,0,2,0,4,7,0,0,115,0,5,0,0,0,0,427,1,0,8,6,0,0,0,0,0,7,3,0,15,17
Hillock-like,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,165,0,0,1,0,0,0,0,0,0,0,0,42,0
Interstitial macrophages,0,0,0,107,1,0,0,0,57,0,98,0,0,0,0,0,0,0,654,1,0,1,50,0,0,2,0,0,0,0,0
Ionocyte,0,0,0,0,1,0,17,1,0,2,0,1,0,0,0,0,0,0,0,75,0,0,0,0,0,5,0,0,0,4,5
Multiciliated,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,1164,0,0,0,0,0,0,0,0,0,3
NK cells,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,0,1,0,0,0,491,2,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,46,0,0,0,0,136,0,52,0,0,0,0,1,1,0,160,0,0,0,321,0,0,6,0,0,0,0,0
Peribronchial fibroblasts,0,18,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
Pericytes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Plasma cells,0,0,0,0,3,2,53,4,1,0,0,0,0,1,0,3,0,0,3,8,0,0,0,0,0,234,0,0,0,0,0
SMG duct,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,150,0,17,2,7
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0
Suprabasal,5,0,0,0,0,53,0,0,0,96,0,0,0,0,0,0,25,43,0,1,0,0,0,0,0,0,3,0,0,618,0
Transitional Club-AT2,8,0,0,0,0,6,0,0,1,45,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,11,0,0,0,315
