scheme,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_cv,hvg,0.8590636635226165,0.006510685365994071,0.8394701271165579,0.004728299187302974,5,67172.8,16793.2,31.0,None,0.0
donor_cv,pca,0.792558487530139,0.015330225482566929,0.7863130406535433,0.01392269515147294,5,67172.8,16793.2,31.0,None,0.0
donor_cv,harmony,0.7379880544102989,0.0076960655493163235,0.7554075715478383,0.00792878819148449,5,67172.8,16793.2,31.0,None,0.0
donor_cv,scvi,0.8774232929023235,0.008281791971728167,0.8587227993898872,0.007002784049822157,5,67172.8,16793.2,31.0,None,0.0
