fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.7089066063798024,0.7360910694244027,64768,18711,30,83,21,None,0
2,harmony,0.7143691120973072,0.7303610715672317,68025,15454,30,83,21,None,0
3,harmony,0.7074843963789124,0.7437596642368014,65371,18108,30,83,21,None,0
4,harmony,0.714163960762041,0.7335270662972224,68682,14797,30,83,21,None,0
5,harmony,0.7024681103583871,0.7319763544396368,67070,16409,30,84,20,None,0
