fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_scVI,0.6447552320801024,0.8192771084337349,933,249,27,18,5,None,0
2,X_scVI,0.5137862800387034,0.7678018575851393,859,323,27,18,5,None,0
3,X_scVI,0.5756372329294344,0.7752808988764045,915,267,27,18,5,None,0
4,X_scVI,0.7052762663161259,0.8209876543209876,1020,162,27,19,4,None,0
5,X_scVI,0.6454328637546028,0.7955801104972375,1001,181,27,19,4,None,0
