cell_type,f1,precision,recall,support,fold
B cell,0.28571428571428575,0.3333333333333333,0.25,4.0,2
"CD14-low, CD16-positive monocyte",1.0,1.0,1.0,1.0,2
"CD34-positive, CD38-negative hematopoietic stem cell",0.0,0.0,0.0,1.0,2
"CD4-positive, alpha-beta T cell",0.0,0.0,0.0,0.0,2
"CD8-positive, alpha-beta T cell",0.0,0.0,0.0,3.0,2
"ILC1, human",0.9696969696969697,0.9411764705882353,1.0,16.0,2
IgA plasma cell,0.5714285714285714,0.8,0.4444444444444444,9.0,2
IgG plasma cell,0.0,0.0,0.0,4.0,2
IgM plasma cell,0.0,0.0,0.0,1.0,2
T follicular helper cell,0.8372093023255814,0.782608695652174,0.9,20.0,2
T-helper 1 cell,0.5714285714285715,0.6666666666666666,0.5,4.0,2
T-helper 2 cell,0.0,0.0,0.0,0.0,2
class switched memory B cell,0.7524752475247526,0.6333333333333333,0.926829268292683,41.0,2
dendritic cell,0.6666666666666666,1.0,0.5,6.0,2
"dendritic cell, human",0.8405797101449275,1.0,0.725,40.0,2
"effector memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,1.0,2
erythrocyte,0.9411764705882353,1.0,0.8888888888888888,27.0,2
"erythroid progenitor cell, mammalian",0.25,0.16666666666666666,0.5,2.0,2
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,2.0,2
immature B cell,0.8214285714285714,0.8214285714285714,0.8214285714285714,28.0,2
myeloid dendritic cell,0.787878787878788,0.65,1.0,26.0,2
natural killer cell,0.5,1.0,0.3333333333333333,3.0,2
plasmablast,0.0,0.0,0.0,2.0,2
plasmacytoid dendritic cell,1.0,1.0,1.0,13.0,2
platelet,0.9454545454545454,0.9285714285714286,0.9629629629629629,54.0,2
regulatory T cell,0.0,0.0,0.0,2.0,2
unswitched memory B cell,0.13333333333333336,0.5,0.07692307692307693,13.0,2
