cell_type,f1,precision,recall,support
plasmacytoid dendritic cell,0.9779710144927536,1.0,0.9583333333333333,13.0
erythrocyte,0.9339610389610389,1.0,0.879040404040404,10.6
platelet,0.9186032098865142,0.8993730407523511,0.9454554554554555,39.6
dendritic cell,0.9132467532467533,1.0,0.85,3.2
"erythroid progenitor cell, mammalian",0.8833333333333332,0.82,1.0,2.4
IgA plasma cell,0.8699999999999999,0.9454545454545455,0.831111111111111,4.2
"CD14-low, CD16-positive monocyte",0.8666666666666666,0.9,0.9,2.6
class switched memory B cell,0.8458520156396799,0.768687074829932,0.9449011692914132,30.6
immature B cell,0.845841008569737,0.7861904761904762,0.9172840203274986,16.2
"ILC1, human",0.8333102918586789,0.7388888888888889,0.9875,6.6
T follicular helper cell,0.8197351525497979,0.735292606604082,0.9440515591579421,25.8
myeloid dendritic cell,0.7773556537239401,0.7384528569925287,0.8420422714540361,22.4
"dendritic cell, human",0.747154635954853,0.7597604250961782,0.7516322892793481,24.0
natural killer cell,0.7033333333333334,0.78,0.76,3.6
"CD34-positive, CD38-negative hematopoietic stem cell",0.6333333333333333,0.8,0.5666666666666667,2.2
unswitched memory B cell,0.5783605283605283,0.6257342657342657,0.5461538461538462,8.8
"CD4-positive, alpha-beta T cell",0.4,0.4,0.4,0.8
"CD8-positive, alpha-beta T cell",0.36666666666666664,0.4666666666666666,0.3333333333333333,2.0
regulatory T cell,0.26666666666666666,0.4,0.2,1.6
"effector memory CD4-positive, alpha-beta T cell",0.24415584415584415,0.3333333333333333,0.2,4.2
B cell,0.22666666666666666,0.5,0.15666666666666668,3.8
T-helper 1 cell,0.08,0.2,0.05,2.4
T-helper 2 cell,0.0,0.0,0.0,0.6
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,1.2
IgM plasma cell,0.0,0.0,0.0,1.0
IgG plasma cell,0.0,0.0,0.0,1.6
plasmablast,0.0,0.0,0.0,1.4
