cell_type,f1,precision,recall,support
T cell,0.962962962962963,0.9831932773109243,0.9435483870967742,124.0
epithelial cell of proximal tubule,0.999564649542882,0.999129677980853,1.0,1148.0
kidney capillary endothelial cell,1.0,1.0,1.0,51.0
kidney loop of Henle cortical thick ascending limb epithelial cell,0.9719626168224299,0.9541284403669725,0.9904761904761905,105.0
kidney loop of Henle descending limb epithelial cell,0.9113924050632912,0.972972972972973,0.8571428571428571,42.0
mononuclear phagocyte,0.9794520547945206,0.9662162162162162,0.9930555555555556,144.0
natural killer cell,0.9784172661870504,0.9714285714285714,0.9855072463768116,69.0
