fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_harmony,0.7629566006768121,0.8245125348189415,7953,2154,13,18,5,None,0
2,X_harmony,0.7041670396092067,0.7461645746164575,7956,2151,13,18,5,None,0
3,X_harmony,0.7863321822770138,0.8190127970749543,7919,2188,13,18,5,None,0
4,X_harmony,0.7421963474387917,0.7560706401766004,8295,1812,13,19,4,None,0
5,X_harmony,0.7454718168897775,0.7968923418423973,8305,1802,13,19,4,None,0
