cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.987593052109181,0.9754901960784313,1.0,199.0,3
"CD16-negative, CD56-bright natural killer cell, human",0.9012345679012346,0.9125,0.8902439024390244,82.0,3
"CD16-positive, CD56-dim natural killer cell, human",0.9710526315789474,0.9609375,0.9813829787234043,376.0,3
T-helper 22 cell,0.702928870292887,0.7304347826086957,0.6774193548387096,124.0,3
"central memory CD4-positive, alpha-beta T cell",0.6572237960339944,0.6170212765957447,0.703030303030303,165.0,3
"effector CD8-positive, alpha-beta T cell",0.8835164835164835,0.8170731707317073,0.9617224880382775,209.0,3
"effector memory CD8-positive, alpha-beta T cell",0.7171717171717171,0.7553191489361702,0.6826923076923077,104.0,3
gamma-delta T cell,0.5745856353591161,0.7222222222222222,0.47706422018348627,109.0,3
mature NK T cell,0.7976878612716762,0.9583333333333334,0.6831683168316832,101.0,3
mucosal invariant T cell,0.7421383647798743,0.7468354430379747,0.7375,80.0,3
naive B cell,1.0,1.0,1.0,90.0,3
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8710462287104623,0.8463356973995272,0.8972431077694235,399.0,3
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7216494845360825,0.7446808510638298,0.7,150.0,3
