cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9933774834437086,0.9966777408637874,0.9900990099009901,303.0,2
"CD16-negative, CD56-bright natural killer cell, human",0.8200000000000001,0.8541666666666666,0.7884615384615384,52.0,2
"CD16-positive, CD56-dim natural killer cell, human",0.8382978723404255,0.8755555555555555,0.8040816326530612,245.0,2
T-helper 22 cell,0.5061728395061729,0.3778801843317972,0.7663551401869159,107.0,2
"central memory CD4-positive, alpha-beta T cell",0.622356495468278,0.8408163265306122,0.4940047961630695,417.0,2
"effector CD8-positive, alpha-beta T cell",0.6488549618320609,0.6115107913669064,0.6910569105691057,123.0,2
"effector memory CD8-positive, alpha-beta T cell",0.6637554585152838,0.6972477064220184,0.6333333333333333,120.0,2
gamma-delta T cell,0.19834710743801653,0.16216216216216217,0.2553191489361702,47.0,2
mature NK T cell,0.9056603773584906,0.9230769230769231,0.8888888888888888,81.0,2
mucosal invariant T cell,0.5771812080536913,0.6056338028169014,0.5512820512820513,78.0,2
naive B cell,1.0,1.0,1.0,189.0,2
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7711711711711712,0.6584615384615384,0.9304347826086956,230.0,2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6089965397923874,0.676923076923077,0.5534591194968553,159.0,2
