cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9960629921259843,0.9960629921259843,0.9960629921259843,254.0,5
"CD16-negative, CD56-bright natural killer cell, human",0.8928571428571428,1.0,0.8064516129032258,31.0,5
"CD16-positive, CD56-dim natural killer cell, human",0.9686746987951806,0.9436619718309859,0.995049504950495,202.0,5
T-helper 22 cell,0.6537216828478964,0.7214285714285714,0.5976331360946746,169.0,5
"central memory CD4-positive, alpha-beta T cell",0.7019027484143763,0.70042194092827,0.7033898305084746,236.0,5
"effector CD8-positive, alpha-beta T cell",0.7286821705426356,0.6103896103896104,0.9038461538461539,52.0,5
"effector memory CD8-positive, alpha-beta T cell",0.5619834710743802,0.5396825396825397,0.5862068965517241,58.0,5
gamma-delta T cell,0.5028571428571429,0.6111111111111112,0.42718446601941745,103.0,5
mature NK T cell,0.9256198347107438,0.9824561403508771,0.875,64.0,5
mucosal invariant T cell,0.5517241379310345,0.5517241379310345,0.5517241379310345,58.0,5
naive B cell,0.995850622406639,1.0,0.9917355371900827,121.0,5
"naive thymus-derived CD4-positive, alpha-beta T cell",0.817891373801917,0.8,0.8366013071895425,306.0,5
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7961783439490445,0.7530120481927711,0.8445945945945946,148.0,5
