cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9875518672199171,0.9794238683127572,0.99581589958159,239.0,1
"CD16-negative, CD56-bright natural killer cell, human",0.8264462809917354,0.7936507936507936,0.8620689655172413,58.0,1
"CD16-positive, CD56-dim natural killer cell, human",0.9336016096579477,0.9298597194388778,0.9373737373737374,495.0,1
T-helper 22 cell,0.6153846153846153,0.5333333333333333,0.7272727272727273,66.0,1
"central memory CD4-positive, alpha-beta T cell",0.6046511627906976,0.5777777777777777,0.6341463414634146,123.0,1
"effector CD8-positive, alpha-beta T cell",0.7763975155279502,0.7485029940119761,0.8064516129032258,155.0,1
"effector memory CD8-positive, alpha-beta T cell",0.7387387387387387,0.8092105263157895,0.6795580110497238,181.0,1
gamma-delta T cell,0.38028169014084506,0.4426229508196721,0.3333333333333333,81.0,1
mature NK T cell,0.8611111111111112,0.9789473684210527,0.768595041322314,121.0,1
mucosal invariant T cell,0.6442953020134229,0.6075949367088608,0.6857142857142857,70.0,1
naive B cell,1.0,1.0,1.0,164.0,1
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8208092485549132,0.7745454545454545,0.8729508196721312,244.0,1
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7291666666666666,0.8015267175572519,0.6687898089171974,157.0,1
