fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.7599895520572838,0.8226555246053854,7953,2154,13,18,5,None,0
2,hvg,0.7390443520143174,0.7866108786610879,7956,2151,13,18,5,None,0
3,hvg,0.7906117158496095,0.823126142595978,7919,2188,13,18,5,None,0
4,hvg,0.7600365868522576,0.7698675496688742,8295,1812,13,19,4,None,0
5,hvg,0.7764620278703168,0.8102108768035516,8305,1802,13,19,4,None,0
