scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.9732187211370694,0.9739614482219258,108682,7,batch,14
random_split,pca,0.9507547469630921,0.9521093067120577,108682,7,batch,14
random_split,harmony,0.9454614057550438,0.947002806275015,108682,7,batch,14
