cell_type,f1,precision,recall,support
B cell,0.6666666666666666,1.0,0.5,4.0
"CD14-low, CD16-positive monocyte",0.0,0.0,0.0,3.0
CD14-positive monocyte,0.9806451612903225,0.9743589743589743,0.987012987012987,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9183673469387755,0.9183673469387755,0.9183673469387755,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9440993788819876,0.926829268292683,0.9620253164556962,316.0
"CD34-positive, CD38-negative hematopoietic stem cell",0.0,0.0,0.0,2.0
"CD4-positive, alpha-beta T cell",1.0,1.0,1.0,1.0
"CD8-positive, alpha-beta T cell",0.6666666666666666,1.0,0.5,2.0
"ILC1, human",0.0,0.0,0.0,7.0
IgA plasma cell,0.8571428571428571,1.0,0.75,4.0
IgG plasma cell,0.0,0.0,0.0,2.0
IgM plasma cell,0.0,0.0,0.0,1.0
T follicular helper cell,0.0,0.0,0.0,26.0
T-helper 1 cell,0.0,0.0,0.0,2.0
T-helper 2 cell,0.0,0.0,0.0,0.0
T-helper 22 cell,0.5899280575539567,0.5694444444444444,0.6119402985074627,134.0
"central memory CD4-positive, alpha-beta T cell",0.6115702479338843,0.5670498084291188,0.6636771300448431,223.0
class switched memory B cell,0.6440677966101694,0.6785714285714286,0.6129032258064516,31.0
dendritic cell,0.5,1.0,0.3333333333333333,3.0
"dendritic cell, human",0.7727272727272727,0.85,0.7083333333333334,24.0
"effector CD8-positive, alpha-beta T cell",0.7671232876712328,0.6956521739130435,0.8549618320610687,131.0
"effector memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,4.0
"effector memory CD8-positive, alpha-beta T cell",0.647887323943662,0.7263157894736842,0.5847457627118644,118.0
erythrocyte,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
"erythroid progenitor cell, mammalian",0.6666666666666666,0.5,1.0,2.0
gamma-delta T cell,0.31506849315068497,0.36507936507936506,0.27710843373493976,83.0
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,1.0
immature B cell,0.36363636363636365,0.6666666666666666,0.25,16.0
mature NK T cell,0.8502994011976047,0.922077922077922,0.7888888888888889,90.0
mucosal invariant T cell,0.6666666666666667,0.6527777777777778,0.6811594202898551,69.0
myeloid dendritic cell,0.8333333333333333,0.7692307692307693,0.9090909090909091,22.0
naive B cell,0.8467153284671531,0.7785234899328859,0.928,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8026315789473683,0.782051282051282,0.8243243243243243,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6578073089700996,0.6827586206896552,0.6346153846153846,156.0
natural killer cell,0.3333333333333333,0.5,0.25,4.0
plasmablast,0.0,0.0,0.0,1.0
plasmacytoid dendritic cell,0.962962962962963,0.9285714285714286,1.0,13.0
platelet,0.7654320987654322,0.7560975609756098,0.775,40.0
regulatory T cell,0.0,0.0,0.0,2.0
unswitched memory B cell,0.2857142857142857,0.4,0.2222222222222222,9.0
