cell_type,f1,precision,recall,support
naive B cell,1.0,1.0,1.0,124.8
CD14-positive monocyte,0.9928157230609544,0.9916241247475599,0.9940618741477483,230.6
"CD16-positive, CD56-dim natural killer cell, human",0.9517259322264395,0.948746349981662,0.9559212234727598,316.4
mature NK T cell,0.8677497766083171,0.9542334080759444,0.7996359447474681,89.8
"CD16-negative, CD56-bright natural killer cell, human",0.8554259679328192,0.8866470266961921,0.8297429706135857,49.4
"naive thymus-derived CD4-positive, alpha-beta T cell",0.844858825559651,0.8154161104878639,0.880247858896469,295.8
"effector CD8-positive, alpha-beta T cell",0.8227044051200725,0.780302408438447,0.8778749928048036,131.2
"effector memory CD8-positive, alpha-beta T cell",0.7243448045604015,0.7236223530759804,0.726770443710038,118.4
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6766285089067928,0.7228937565064741,0.6495494461046564,156.2
mucosal invariant T cell,0.6680263354608705,0.6847039191491862,0.6532812302639889,69.2
"central memory CD4-positive, alpha-beta T cell",0.6500413476781961,0.6474060402074684,0.6745601657183262,223.0
T-helper 22 cell,0.6112032767640037,0.6123238146890524,0.6471597265360445,133.8
gamma-delta T cell,0.4337811062500526,0.5306565269723165,0.3986061134713036,82.8
