fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_pca,0.7907253626757635,0.8477251624883937,7953,2154,13,18,5,Site,2
2,X_pca,0.7263385594832639,0.7642956764295676,7956,2151,13,18,5,Site,2
3,X_pca,0.8161792786058728,0.8487202925045704,7919,2188,13,18,5,Site,2
4,X_pca,0.7663412491474463,0.7858719646799117,8295,1812,13,19,4,Site,2
5,X_pca,0.7847640155217194,0.8235294117647058,8305,1802,13,19,4,Site,2
