cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9980276134122288,1.0,0.9960629921259843,254.0,5
"CD16-negative, CD56-bright natural killer cell, human",0.8666666666666666,0.896551724137931,0.8387096774193549,31.0,5
"CD16-positive, CD56-dim natural killer cell, human",0.9567307692307693,0.9299065420560748,0.9851485148514851,202.0,5
T-helper 22 cell,0.6353790613718411,0.8148148148148148,0.5207100591715976,169.0,5
"central memory CD4-positive, alpha-beta T cell",0.7398843930635839,0.6784452296819788,0.8135593220338984,236.0,5
"effector CD8-positive, alpha-beta T cell",0.7619047619047619,0.6486486486486487,0.9230769230769231,52.0,5
"effector memory CD8-positive, alpha-beta T cell",0.5853658536585366,0.5538461538461539,0.6206896551724138,58.0,5
gamma-delta T cell,0.5419354838709677,0.8076923076923077,0.4077669902912621,103.0,5
mature NK T cell,0.9256198347107438,0.9824561403508771,0.875,64.0,5
mucosal invariant T cell,0.588235294117647,0.5737704918032787,0.603448275862069,58.0,5
naive B cell,1.0,1.0,1.0,121.0,5
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8816855753646677,0.8745980707395499,0.8888888888888888,306.0,5
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7204968944099379,0.6666666666666666,0.7837837837837838,148.0,5
