cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9900497512437811,0.9802955665024631,1.0,199.0,3
"CD16-negative, CD56-bright natural killer cell, human",0.9012345679012346,0.9125,0.8902439024390244,82.0,3
"CD16-positive, CD56-dim natural killer cell, human",0.9697766097240472,0.9584415584415584,0.9813829787234043,376.0,3
T-helper 22 cell,0.7258064516129032,0.7258064516129032,0.7258064516129032,124.0,3
"central memory CD4-positive, alpha-beta T cell",0.6725663716814159,0.6551724137931034,0.6909090909090909,165.0,3
"effector CD8-positive, alpha-beta T cell",0.887912087912088,0.8211382113821138,0.9665071770334929,209.0,3
"effector memory CD8-positive, alpha-beta T cell",0.7171717171717171,0.7553191489361702,0.6826923076923077,104.0,3
gamma-delta T cell,0.5945945945945946,0.7236842105263158,0.5045871559633027,109.0,3
mature NK T cell,0.8,0.9459459459459459,0.693069306930693,101.0,3
mucosal invariant T cell,0.7612903225806452,0.7866666666666666,0.7375,80.0,3
naive B cell,1.0,1.0,1.0,90.0,3
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8751515151515151,0.8474178403755869,0.9047619047619048,399.0,3
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7147766323024054,0.7375886524822695,0.6933333333333334,150.0,3
