cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9933774834437086,0.9966777408637874,0.9900990099009901,303.0,2
"CD16-negative, CD56-bright natural killer cell, human",0.8235294117647058,0.84,0.8076923076923077,52.0,2
"CD16-positive, CD56-dim natural killer cell, human",0.7567567567567569,0.717948717948718,0.8,245.0,2
T-helper 22 cell,0.4539473684210526,0.350253807106599,0.6448598130841121,107.0,2
"central memory CD4-positive, alpha-beta T cell",0.6710182767624021,0.7363896848137536,0.6163069544364509,417.0,2
"effector CD8-positive, alpha-beta T cell",0.4778761061946903,0.5242718446601942,0.43902439024390244,123.0,2
"effector memory CD8-positive, alpha-beta T cell",0.6285714285714286,0.7333333333333333,0.55,120.0,2
gamma-delta T cell,0.16393442622950818,0.13333333333333333,0.2127659574468085,47.0,2
mature NK T cell,0.9113924050632912,0.935064935064935,0.8888888888888888,81.0,2
mucosal invariant T cell,0.5874125874125874,0.6461538461538462,0.5384615384615384,78.0,2
naive B cell,1.0,1.0,1.0,189.0,2
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7841584158415841,0.72,0.8608695652173913,230.0,2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.5639097744360901,0.7009345794392523,0.4716981132075472,159.0,2
