cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9960629921259843,0.9960629921259843,0.9960629921259843,254.0,5
"CD16-negative, CD56-bright natural killer cell, human",0.8928571428571428,1.0,0.8064516129032258,31.0,5
"CD16-positive, CD56-dim natural killer cell, human",0.9686746987951806,0.9436619718309859,0.995049504950495,202.0,5
T-helper 22 cell,0.6491803278688525,0.7279411764705882,0.5857988165680473,169.0,5
"central memory CD4-positive, alpha-beta T cell",0.7068607068607068,0.6938775510204082,0.7203389830508474,236.0,5
"effector CD8-positive, alpha-beta T cell",0.734375,0.618421052631579,0.9038461538461539,52.0,5
"effector memory CD8-positive, alpha-beta T cell",0.5573770491803278,0.53125,0.5862068965517241,58.0,5
gamma-delta T cell,0.5057471264367815,0.6197183098591549,0.42718446601941745,103.0,5
mature NK T cell,0.9256198347107438,0.9824561403508771,0.875,64.0,5
mucosal invariant T cell,0.5565217391304348,0.5614035087719298,0.5517241379310345,58.0,5
naive B cell,0.995850622406639,1.0,0.9917355371900827,121.0,5
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8192,0.8025078369905956,0.8366013071895425,306.0,5
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7987220447284346,0.7575757575757576,0.8445945945945946,148.0,5
