scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.790098471869423,0.8155291790306627,10107,13,None,0
random_split,pca,0.8241669112337457,0.8496538081107814,10107,13,None,0
random_split,harmony,0.7845342444028675,0.8165182987141444,10107,13,None,0
random_split,scvi,0.7739652506956745,0.8066271018793274,10107,13,None,0
