cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9801324503311258,1.0,0.961038961038961,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9247311827956989,0.9772727272727273,0.8775510204081632,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9540412044374009,0.9585987261146497,0.9495268138801262,317.0
T-helper 22 cell,0.6357142857142857,0.6095890410958904,0.664179104477612,134.0
"central memory CD4-positive, alpha-beta T cell",0.671201814058957,0.6788990825688074,0.6636771300448431,223.0
"effector CD8-positive, alpha-beta T cell",0.8270676691729323,0.8148148148148148,0.8396946564885496,131.0
"effector memory CD8-positive, alpha-beta T cell",0.6666666666666666,0.6814159292035398,0.652542372881356,118.0
gamma-delta T cell,0.5058823529411764,0.4942528735632184,0.5180722891566265,83.0
mature NK T cell,0.8604651162790697,0.9024390243902439,0.8222222222222222,90.0
mucosal invariant T cell,0.6285714285714286,0.6197183098591549,0.6376811594202898,69.0
naive B cell,0.9878542510121457,1.0,0.976,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8239202657807309,0.8104575163398693,0.8378378378378378,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8050314465408805,0.7901234567901234,0.8205128205128205,156.0
