cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9934924078091106,0.9956521739130435,0.9913419913419913,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8686868686868687,0.86,0.8775510204081632,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9286846275752774,0.9331210191082803,0.9242902208201893,317.0
T-helper 22 cell,0.6494464944649446,0.6423357664233577,0.6567164179104478,134.0
"central memory CD4-positive, alpha-beta T cell",0.6244541484716157,0.6085106382978723,0.6412556053811659,223.0
"effector CD8-positive, alpha-beta T cell",0.8040540540540541,0.7212121212121212,0.9083969465648855,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7174887892376681,0.7619047619047619,0.6779661016949152,118.0
gamma-delta T cell,0.4057971014492754,0.509090909090909,0.3373493975903614,83.0
mature NK T cell,0.8536585365853658,0.9459459459459459,0.7777777777777778,90.0
mucosal invariant T cell,0.6805555555555556,0.6533333333333333,0.7101449275362319,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8422764227642277,0.8119122257053292,0.875,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6938775510204082,0.7391304347826086,0.6538461538461539,156.0
