cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9956521739130435,1.0,0.9913419913419913,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8888888888888888,0.88,0.8979591836734694,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9589905362776026,0.9589905362776026,0.9589905362776026,317.0
T-helper 22 cell,0.7106227106227107,0.697841726618705,0.7238805970149254,134.0
"central memory CD4-positive, alpha-beta T cell",0.7155555555555555,0.7092511013215859,0.7219730941704036,223.0
"effector CD8-positive, alpha-beta T cell",0.8591549295774648,0.7973856209150327,0.9312977099236641,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7929515418502202,0.8256880733944955,0.7627118644067796,118.0
gamma-delta T cell,0.5390070921985816,0.6551724137931034,0.4578313253012048,83.0
mature NK T cell,0.8674698795180723,0.9473684210526315,0.8,90.0
mucosal invariant T cell,0.6802721088435374,0.6410256410256411,0.7246376811594203,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8707037643207856,0.8444444444444444,0.8986486486486487,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7682119205298014,0.7945205479452054,0.7435897435897436,156.0
