cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9935205183585313,0.9913793103448276,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8775510204081632,0.8775510204081632,0.8775510204081632,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.957345971563981,0.9588607594936709,0.9558359621451105,317.0
T-helper 22 cell,0.7054545454545454,0.6879432624113475,0.7238805970149254,134.0
"central memory CD4-positive, alpha-beta T cell",0.6872246696035242,0.6753246753246753,0.6995515695067265,223.0
"effector CD8-positive, alpha-beta T cell",0.8447653429602888,0.8013698630136986,0.8931297709923665,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7435897435897436,0.75,0.7372881355932204,118.0
gamma-delta T cell,0.4697986577181208,0.5303030303030303,0.42168674698795183,83.0
mature NK T cell,0.8198757763975155,0.9295774647887324,0.7333333333333333,90.0
mucosal invariant T cell,0.6521739130434783,0.6521739130434783,0.6521739130434783,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8327974276527331,0.7944785276073619,0.875,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8,0.8656716417910447,0.7435897435897436,156.0
