cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9935205183585313,0.9913793103448276,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.865979381443299,0.875,0.8571428571428571,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9381933438985737,0.9426751592356688,0.9337539432176656,317.0
T-helper 22 cell,0.6808510638297872,0.6486486486486487,0.7164179104477612,134.0
"central memory CD4-positive, alpha-beta T cell",0.6710816777041942,0.6608695652173913,0.6816143497757847,223.0
"effector CD8-positive, alpha-beta T cell",0.7804878048780488,0.717948717948718,0.8549618320610687,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7063829787234043,0.7094017094017094,0.7033898305084746,118.0
gamma-delta T cell,0.3380281690140845,0.4067796610169492,0.2891566265060241,83.0
mature NK T cell,0.8407643312101911,0.9850746268656716,0.7333333333333333,90.0
mucosal invariant T cell,0.6811594202898551,0.6811594202898551,0.6811594202898551,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.831973898858075,0.804416403785489,0.8614864864864865,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7702702702702703,0.8142857142857143,0.7307692307692307,156.0
