analysis,representation,train_group,test_group,direction,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_runs
donor_count_matched,harmony,Cambridge,Ncl,Cambridge_to_Ncl,0.7123809119650717,0.0026403885710921584,0.7859070558413632,0.004930756007253858,10
donor_count_matched,harmony,Ncl,Cambridge,Ncl_to_Cambridge,0.6776266720914389,0.004194855839635527,0.6795110834887093,0.004558742474718311,10
donor_count_matched,hvg,Cambridge,Ncl,Cambridge_to_Ncl,0.7081635322807415,0.002280156852642716,0.7817862863574966,0.0039127755014562934,10
donor_count_matched,hvg,Ncl,Cambridge,Ncl_to_Cambridge,0.6568355852523207,0.014465565965473276,0.6548373731095919,0.018714674088559514,10
donor_count_matched,pca,Cambridge,Ncl,Cambridge_to_Ncl,0.7404778338294957,0.003183755756573313,0.8197472636995521,0.005268094102351471,10
donor_count_matched,pca,Ncl,Cambridge,Ncl_to_Cambridge,0.688731304340415,0.0072820344396170985,0.6920447482908638,0.008936417973161732,10
donor_count_matched,scvi,Cambridge,Ncl,Cambridge_to_Ncl,0.6958614611034,0.002823417251338265,0.7720827840110667,0.004833727378117842,10
donor_count_matched,scvi,Ncl,Cambridge,Ncl_to_Cambridge,0.6528141756319524,0.0016654218343339722,0.6466335197845453,0.0015130988439111934,10
