scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.803098664667301,0.8269040553907022,10107,13,None,0
random_split,pca,0.8103919986112629,0.8417408506429278,10107,13,None,0
random_split,harmony,0.7776307500057584,0.8120672601384767,10107,13,None,0
random_split,scvi,0.7841623901150689,0.8160237388724035,10107,13,None,0
