cell_type,f1,precision,recall,support
CD14-positive monocyte,0.989247311827957,0.9829059829059829,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9263157894736843,0.9565217391304348,0.8979591836734694,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9669291338582677,0.9654088050314465,0.9684542586750788,317.0
T-helper 22 cell,0.5692307692307692,0.5873015873015873,0.5522388059701493,134.0
"central memory CD4-positive, alpha-beta T cell",0.6828282828282829,0.6213235294117647,0.757847533632287,223.0
"effector CD8-positive, alpha-beta T cell",0.8185053380782918,0.7666666666666667,0.8778625954198473,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7166666666666666,0.7049180327868853,0.7288135593220338,118.0
gamma-delta T cell,0.4255319148936171,0.5172413793103449,0.3614457831325301,83.0
mature NK T cell,0.8757396449704142,0.9367088607594937,0.8222222222222222,90.0
mucosal invariant T cell,0.6518518518518518,0.6666666666666666,0.6376811594202898,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8333333333333334,0.839041095890411,0.8277027027027027,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7379310344827587,0.7985074626865671,0.6858974358974359,156.0
