scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.9727045903428103,0.9734553986290656,108682,7,None,0
random_split,pca,0.9502023020786489,0.951511248102314,108682,7,None,0
random_split,harmony,0.9451483747605675,0.9466347702074803,108682,7,None,0
