cell_type,f1,precision,recall,support
B cell,0.4,1.0,0.25,4.0
"CD14-low, CD16-positive monocyte",0.0,0.0,0.0,3.0
CD14-positive monocyte,0.9870689655172413,0.9828326180257511,0.9913419913419913,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9019607843137256,0.8679245283018868,0.9387755102040817,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9233176838810642,0.913312693498452,0.9335443037974683,316.0
"CD34-positive, CD38-negative hematopoietic stem cell",0.0,0.0,0.0,2.0
"CD4-positive, alpha-beta T cell",0.0,0.0,0.0,1.0
"CD8-positive, alpha-beta T cell",0.0,0.0,0.0,2.0
"ILC1, human",0.0,0.0,0.0,7.0
IgA plasma cell,0.8571428571428571,1.0,0.75,4.0
IgG plasma cell,0.0,0.0,0.0,2.0
IgM plasma cell,0.0,0.0,0.0,1.0
T follicular helper cell,0.06666666666666668,0.25,0.038461538461538464,26.0
T-helper 1 cell,0.0,0.0,0.0,2.0
T-helper 2 cell,0.0,0.0,0.0,0.0
T-helper 22 cell,0.592057761732852,0.5734265734265734,0.6119402985074627,134.0
"central memory CD4-positive, alpha-beta T cell",0.6150537634408602,0.5909090909090909,0.6412556053811659,223.0
class switched memory B cell,0.5,0.6190476190476191,0.41935483870967744,31.0
dendritic cell,0.5,1.0,0.3333333333333333,3.0
"dendritic cell, human",0.7727272727272727,0.85,0.7083333333333334,24.0
"effector CD8-positive, alpha-beta T cell",0.7368421052631579,0.6818181818181818,0.8015267175572519,131.0
"effector memory CD4-positive, alpha-beta T cell",0.3333333333333333,0.5,0.25,4.0
"effector memory CD8-positive, alpha-beta T cell",0.6839826839826839,0.6991150442477876,0.6694915254237288,118.0
erythrocyte,1.0,1.0,1.0,11.0
"erythroid progenitor cell, mammalian",0.6666666666666666,0.5,1.0,2.0
gamma-delta T cell,0.34074074074074073,0.4423076923076923,0.27710843373493976,83.0
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,1.0
immature B cell,0.10526315789473684,0.3333333333333333,0.0625,16.0
mature NK T cell,0.8554216867469879,0.9342105263157895,0.7888888888888889,90.0
mucosal invariant T cell,0.7067669172932332,0.734375,0.6811594202898551,69.0
myeloid dendritic cell,0.8333333333333333,0.7692307692307693,0.9090909090909091,22.0
naive B cell,0.8194444444444445,0.7239263803680982,0.944,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.829953198127925,0.7710144927536232,0.8986486486486487,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6755852842809366,0.7062937062937062,0.6474358974358975,156.0
natural killer cell,0.4,1.0,0.25,4.0
plasmablast,0.0,0.0,0.0,1.0
plasmacytoid dendritic cell,1.0,1.0,1.0,13.0
platelet,0.8641975308641976,0.8536585365853658,0.875,40.0
regulatory T cell,0.0,0.0,0.0,2.0
unswitched memory B cell,0.0,0.0,0.0,9.0
