cell_type,f1,precision,recall,support
B cell,0.6666666666666666,1.0,0.5,4.0
"CD14-low, CD16-positive monocyte",0.0,0.0,0.0,3.0
CD14-positive monocyte,0.980561555075594,0.978448275862069,0.9826839826839827,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9183673469387755,0.9183673469387755,0.9183673469387755,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9409937888198758,0.9237804878048781,0.9588607594936709,316.0
"CD34-positive, CD38-negative hematopoietic stem cell",0.6666666666666666,1.0,0.5,2.0
"CD4-positive, alpha-beta T cell",1.0,1.0,1.0,1.0
"CD8-positive, alpha-beta T cell",0.6666666666666666,1.0,0.5,2.0
"ILC1, human",0.0,0.0,0.0,7.0
IgA plasma cell,0.8571428571428571,1.0,0.75,4.0
IgG plasma cell,0.0,0.0,0.0,2.0
IgM plasma cell,0.0,0.0,0.0,1.0
T follicular helper cell,0.06666666666666668,0.25,0.038461538461538464,26.0
T-helper 1 cell,0.0,0.0,0.0,2.0
T-helper 2 cell,0.0,0.0,0.0,0.0
T-helper 22 cell,0.6,0.5753424657534246,0.6268656716417911,134.0
"central memory CD4-positive, alpha-beta T cell",0.6384778012684988,0.604,0.6771300448430493,223.0
class switched memory B cell,0.6551724137931035,0.7037037037037037,0.6129032258064516,31.0
dendritic cell,0.5,1.0,0.3333333333333333,3.0
"dendritic cell, human",0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
"effector CD8-positive, alpha-beta T cell",0.7645051194539249,0.691358024691358,0.8549618320610687,131.0
"effector memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,4.0
"effector memory CD8-positive, alpha-beta T cell",0.6572769953051644,0.7368421052631579,0.5932203389830508,118.0
erythrocyte,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
"erythroid progenitor cell, mammalian",0.8,0.6666666666666666,1.0,2.0
gamma-delta T cell,0.3776223776223776,0.45,0.3253012048192771,83.0
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,1.0
immature B cell,0.36363636363636365,0.6666666666666666,0.25,16.0
mature NK T cell,0.8452380952380951,0.9102564102564102,0.7888888888888889,90.0
mucosal invariant T cell,0.6808510638297872,0.6666666666666666,0.6956521739130435,69.0
myeloid dendritic cell,0.8095238095238095,0.85,0.7727272727272727,22.0
naive B cell,0.8436363636363636,0.7733333333333333,0.928,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8083735909822867,0.7723076923076924,0.847972972972973,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6576271186440678,0.697841726618705,0.6217948717948718,156.0
natural killer cell,0.3333333333333333,0.5,0.25,4.0
plasmablast,0.0,0.0,0.0,1.0
plasmacytoid dendritic cell,0.962962962962963,0.9285714285714286,1.0,13.0
platelet,0.7380952380952381,0.7045454545454546,0.775,40.0
regulatory T cell,0.0,0.0,0.0,2.0
unswitched memory B cell,0.2857142857142857,0.4,0.2222222222222222,9.0
