donor_id,n_cells
HKB10,500
HKB13,500
HKB14,500
HKB15,500
HKB16,500
HKB17,500
HKB18,500
HKB23,500
HKB24,500
HKB26,500
HKB27,500
HKB28,500
HKB31,500
HKB32,500
HKB33,500
HKB34,500
HKB21,332
HKB11,302
HKB19,112
