cell_type,f1,precision,recall,support,fold
endothelial cell,1.0,1.0,1.0,30.0,1
leukocyte,1.0,1.0,1.0,6.0,1
pancreatic A cell,0.9950900163666121,0.9950900163666121,0.9950900163666121,611.0,1
pancreatic D cell,0.9674418604651163,0.9719626168224299,0.9629629629629629,108.0,1
pancreatic PP cell,1.0,1.0,1.0,31.0,1
pancreatic acinar cell,0.9555555555555556,0.9772727272727273,0.9347826086956522,46.0,1
pancreatic ductal cell,0.989010989010989,0.9854014598540146,0.9926470588235294,136.0,1
pancreatic stellate cell,1.0,1.0,1.0,55.0,1
type B pancreatic cell,0.9928425357873211,0.9918283963227783,0.9938587512794268,977.0,1
endothelial cell,0.9795918367346939,0.96,1.0,48.0,2
leukocyte,1.0,1.0,1.0,11.0,2
pancreatic A cell,0.9975550122249389,0.99836867862969,0.996742671009772,614.0,2
pancreatic D cell,0.9411764705882353,0.946236559139785,0.9361702127659575,94.0,2
pancreatic PP cell,0.9836065573770492,0.967741935483871,1.0,30.0,2
pancreatic acinar cell,0.9859154929577465,0.9905660377358491,0.9813084112149533,107.0,2
pancreatic ductal cell,1.0,1.0,1.0,143.0,2
pancreatic stellate cell,0.9861111111111112,1.0,0.9726027397260274,73.0,2
type B pancreatic cell,0.9931895573212258,0.9920634920634921,0.9943181818181818,880.0,2
endothelial cell,0.9714285714285714,0.9714285714285714,0.9714285714285714,35.0,3
leukocyte,1.0,1.0,1.0,9.0,3
pancreatic A cell,0.9923830250272034,0.9934640522875817,0.991304347826087,460.0,3
pancreatic D cell,0.9447236180904522,0.9494949494949495,0.94,100.0,3
pancreatic PP cell,0.8979591836734694,0.88,0.9166666666666666,24.0,3
pancreatic acinar cell,1.0,1.0,1.0,21.0,3
pancreatic ductal cell,1.0,1.0,1.0,51.0,3
pancreatic stellate cell,0.9739130434782609,0.9824561403508771,0.9655172413793104,58.0,3
type B pancreatic cell,0.9892328398384926,0.9879032258064516,0.9905660377358491,742.0,3
endothelial cell,1.0,1.0,1.0,23.0,4
leukocyte,1.0,1.0,1.0,11.0,4
pancreatic A cell,0.9970501474926253,0.9970501474926253,0.9970501474926253,339.0,4
pancreatic D cell,0.9538461538461539,0.96875,0.9393939393939394,66.0,4
pancreatic PP cell,0.9743589743589743,0.95,1.0,19.0,4
pancreatic acinar cell,0.9834254143646409,0.9888888888888889,0.978021978021978,182.0,4
pancreatic ductal cell,0.9886547811993517,0.9838709677419355,0.993485342019544,307.0,4
pancreatic stellate cell,1.0,1.0,1.0,51.0,4
type B pancreatic cell,0.9920318725099602,0.9920318725099602,0.9920318725099602,502.0,4
endothelial cell,1.0,1.0,1.0,29.0,5
leukocyte,1.0,1.0,1.0,12.0,5
pancreatic A cell,0.9953488372093023,0.9930394431554525,0.9976689976689976,429.0,5
pancreatic D cell,0.9375,0.9375,0.9375,64.0,5
pancreatic PP cell,0.9615384615384616,1.0,0.9259259259259259,27.0,5
pancreatic acinar cell,0.9767441860465116,0.9882352941176471,0.9655172413793104,87.0,5
pancreatic ductal cell,0.9837837837837838,0.9891304347826086,0.978494623655914,93.0,5
pancreatic stellate cell,1.0,1.0,1.0,110.0,5
type B pancreatic cell,0.9930822444273636,0.99079754601227,0.9953775038520801,649.0,5
