scheme,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_cv,hvg,0.9890159443501865,0.003438240636798505,0.9945333333333334,0.0017416467303484106,5,6800.0,1700.0,9.0,None,0.0
donor_cv,pca,0.9851912716002411,0.003891167517710995,0.9903000000000001,0.001056724498943166,5,6800.0,1700.0,9.0,None,0.0
donor_cv,harmony,0.9838687140847595,0.005742273852083689,0.9896666666666667,0.002535854009117195,5,6800.0,1700.0,9.0,None,0.0
donor_cv,scvi,0.9864191421999251,0.005985292665286573,0.9927333333333334,0.0030221405217714897,5,6800.0,1700.0,9.0,None,0.0
