fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,pca,0.985873197357626,0.9932747025349198,6250,1933,6,13,4,None,0
2,pca,0.9923259972493116,0.9963636363636363,6258,1925,6,13,4,None,0
3,pca,0.996531238516018,0.9965253648366922,6744,1439,6,14,3,None,0
4,pca,0.9940870602531278,0.996551724137931,6733,1450,6,14,3,None,0
5,pca,0.9901820145520593,0.9937325905292479,6747,1436,6,14,3,None,0
