fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.9946806621677265,0.9979306777030522,6250,1933,6,13,4,None,0
2,hvg,0.995186309534918,0.9968831168831169,6258,1925,6,13,4,None,0
3,hvg,0.99396199594652,0.995135510771369,6744,1439,6,14,3,None,0
4,hvg,0.9972161836551034,0.9972413793103448,6733,1450,6,14,3,None,0
5,hvg,0.9977020973257567,0.9979108635097493,6747,1436,6,14,3,None,0
