cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9892008639308856,0.9913419913419913,0.9870689655172413,232.0
"CD16-negative, CD56-bright natural killer cell, human",0.8599999999999999,0.86,0.86,50.0
"CD16-positive, CD56-dim natural killer cell, human",0.94375,0.94375,0.94375,320.0
T-helper 22 cell,0.6335877862595419,0.6434108527131783,0.6240601503759399,133.0
"central memory CD4-positive, alpha-beta T cell",0.7016806722689076,0.6600790513833992,0.7488789237668162,223.0
"effector CD8-positive, alpha-beta T cell",0.7781569965870309,0.7080745341614907,0.8636363636363636,132.0
"effector memory CD8-positive, alpha-beta T cell",0.711297071129707,0.7024793388429752,0.7203389830508474,118.0
gamma-delta T cell,0.48854961832061067,0.64,0.3950617283950617,81.0
mature NK T cell,0.8363636363636363,0.92,0.7666666666666667,90.0
mucosal invariant T cell,0.6716417910447761,0.6923076923076923,0.6521739130434783,69.0
naive B cell,1.0,1.0,1.0,124.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8200000000000001,0.8065573770491803,0.8338983050847457,295.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7303754266211605,0.7753623188405797,0.6903225806451613,155.0
