,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,8,18
Adventitial fibroblasts,0,328,37,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,1,0,0,1,29,3,1,0,1,0,0,0
Alveolar fibroblasts,0,49,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,1,0,0,0,0,0
Alveolar macrophages,0,1,0,833,1,0,0,1,4,3,13,0,0,1,2,0,0,0,138,0,0,0,17,0,0,1,0,0,0,0,0
B cells,0,0,0,0,356,0,3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
Basal resting,1,0,0,0,0,590,1,1,1,1,1,0,0,0,0,0,0,18,0,2,0,0,0,0,0,2,1,0,0,66,1
CD4 T cells,0,0,0,0,4,1,719,89,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,17,1,0,0,0,1
CD8 T cells,0,1,0,0,4,2,120,736,0,0,0,0,0,0,0,0,1,1,2,1,1,74,3,0,0,3,0,0,0,1,2
Classical monocytes,0,0,0,1,0,0,1,1,904,0,10,0,1,0,1,0,0,0,60,0,0,0,77,0,0,1,0,0,0,0,1
Club,1,0,0,2,0,4,1,0,0,423,0,1,0,0,0,0,175,20,0,2,0,0,0,0,0,0,7,0,1,75,33
DC2,0,0,0,20,40,0,0,2,17,0,783,0,0,0,0,0,0,0,63,0,1,0,38,0,0,1,0,0,0,0,1
Deuterosomal,0,0,0,0,0,0,1,0,0,9,0,107,0,0,0,0,21,0,0,0,55,0,0,0,0,0,0,0,0,2,0
EC aerocyte capillary,0,0,0,0,0,0,1,0,0,0,0,0,239,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,1,0,0,3,0,0,0,0,0,23,347,7,58,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
EC venous pulmonary,0,0,0,0,0,0,0,0,3,0,0,0,0,7,356,86,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
EC venous systemic,0,0,0,0,1,0,0,0,0,2,0,0,5,49,85,412,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Goblet,1,0,0,5,0,2,2,0,0,152,0,10,0,0,0,0,493,2,1,0,6,0,0,0,0,0,8,4,1,13,23
Hillock-like,1,0,0,0,0,40,0,0,0,9,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,1,0,0,68,0
Interstitial macrophages,0,0,0,183,2,0,0,1,90,2,86,0,0,0,0,0,0,0,663,1,0,2,60,0,1,3,0,0,0,0,0
Ionocyte,0,0,0,0,2,3,6,0,0,2,0,0,0,0,0,1,5,0,0,68,1,0,0,0,0,13,0,0,0,2,5
Multiciliated,2,0,0,1,0,3,0,0,1,1,0,27,0,0,0,0,7,0,0,0,1325,0,2,0,0,0,0,0,0,2,2
NK cells,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,48,0,0,2,0,118,0,49,0,0,0,0,0,0,0,143,0,0,2,348,0,0,1,0,0,0,0,1
Peribronchial fibroblasts,0,58,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0
Pericytes,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,127,0,0,0,0,0,1
Plasma cells,1,0,0,2,3,3,26,2,2,0,2,0,0,0,0,3,0,0,7,6,0,0,4,0,0,234,0,1,0,0,0
SMG duct,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,183,1,19,0,13
SMG mucous,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,87,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,109,0,0
Suprabasal,5,0,0,0,0,108,0,1,1,64,1,0,0,0,0,1,20,56,0,1,1,1,0,0,0,0,1,0,0,520,2
Transitional Club-AT2,15,0,0,0,0,1,0,0,1,47,0,0,0,0,0,0,18,0,0,3,2,0,0,0,0,0,15,0,0,1,408
