cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9915014164305949,0.9915014164305949,0.9915014164305949,353.0
"CD16-negative, CD56-bright natural killer cell, human",0.8461538461538461,0.8555555555555555,0.8369565217391305,92.0
"CD16-positive, CD56-dim natural killer cell, human",0.965893587994543,0.9645776566757494,0.9672131147540983,732.0
T-helper 22 cell,0.5300950369588173,0.46654275092936803,0.6136919315403423,409.0
"central memory CD4-positive, alpha-beta T cell",0.03984819734345351,0.3442622950819672,0.021148036253776436,993.0
"effector CD8-positive, alpha-beta T cell",0.7947598253275109,0.7551867219917012,0.8387096774193549,217.0
"effector memory CD8-positive, alpha-beta T cell",0.5646551724137931,0.5745614035087719,0.5550847457627118,236.0
gamma-delta T cell,0.2589928057553957,0.2748091603053435,0.24489795918367346,147.0
mature NK T cell,0.7482993197278912,0.7746478873239436,0.7236842105263158,76.0
mucosal invariant T cell,0.56,0.5416666666666666,0.5796178343949044,157.0
naive B cell,1.0,1.0,1.0,346.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.58418243571082,0.43185078909612623,0.9025487256371814,667.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6270022883295194,0.5805084745762712,0.681592039800995,402.0
