scheme,dataset,batch,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_held_out,filtered,no,X_pca,0.7756355032645053,0.03140605148176807,0.8139544902756131,0.03728971477490098,5,8085.6,2021.4,13.0,None,0.0
donor_held_out,filtered,no,hvg,0.765228846928757,0.019432652534430116,0.8024941944669755,0.023497241192331837,5,8085.6,2021.4,13.0,None,0.0
donor_held_out,filtered,no,X_harmony,0.7482247973783204,0.030225014235431818,0.7885305777058702,0.035854957108477366,5,8085.6,2021.4,13.0,None,0.0
donor_held_out,filtered,no,X_scVI,0.7442182422485504,0.034786903047500886,0.7872281049705986,0.040640264274586155,5,8085.6,2021.4,13.0,None,0.0
donor_held_out,full,no,hvg,0.5330163688132732,0.016527613690910124,0.760839729030035,0.022874647932364243,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_scVI,0.5217429224046369,0.030707692881164973,0.7536110536594139,0.035246033557120096,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_pca,0.49135765715790497,0.03554530564850508,0.772322781686338,0.03595876712006308,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_harmony,0.46562808990171745,0.033495264838599735,0.7493191748037166,0.0330938904997583,5,9031.2,2257.8,40.0,None,0.0
