donor_id,n_cells
HP-20152-01,500
HP18054-01,500
HP18304,500
HP19047-01,500
SAMN08768799,500
SAMN09370567,500
SAMN10737781,500
SAMN10873960,500
SAMN11380903,500
SAMN11523048,500
SAMN11633049,500
SAMN11864195,500
SAMN12500521,500
SAMN12673306,500
SAMN13108021,500
SAMN15337453,500
SAMN16547514,500
