gene
ENSG00000188290
ENSG00000187608
ENSG00000186827
ENSG00000162576
ENSG00000179403
ENSG00000120937
ENSG00000028137
ENSG00000162496
ENSG00000162493
ENSG00000162438
ENSG00000142615
ENSG00000158747
ENSG00000142798
ENSG00000219073
ENSG00000142789
ENSG00000173372
ENSG00000159189
ENSG00000173369
ENSG00000117318
ENSG00000169504
ENSG00000020633
ENSG00000197245
ENSG00000169442
ENSG00000175793
ENSG00000142748
ENSG00000188060
ENSG00000162511
ENSG00000168528
ENSG00000142910
ENSG00000183615
ENSG00000175130
ENSG00000187513
ENSG00000142694
ENSG00000183386
ENSG00000163909
ENSG00000179862
ENSG00000066056
ENSG00000117472
ENSG00000162366
ENSG00000162407
ENSG00000184292
ENSG00000116678
ENSG00000116717
ENSG00000162618
ENSG00000142871
ENSG00000162654
ENSG00000137962
ENSG00000117525
ENSG00000117519
ENSG00000162692
ENSG00000170989
ENSG00000243480
ENSG00000143119
ENSG00000143110
ENSG00000282608
ENSG00000155366
ENSG00000092621
ENSG00000134193
ENSG00000265972
ENSG00000023902
ENSG00000143369
ENSG00000163131
ENSG00000143387
ENSG00000197747
ENSG00000163220
ENSG00000143546
ENSG00000197956
ENSG00000196154
ENSG00000196754
ENSG00000188643
ENSG00000189334
ENSG00000189171
ENSG00000169242
ENSG00000185499
ENSG00000132688
ENSG00000143320
ENSG00000163565
ENSG00000132703
ENSG00000132693
ENSG00000162723
ENSG00000224259
ENSG00000117091
ENSG00000158859
ENSG00000158869
ENSG00000143226
ENSG00000173110
ENSG00000203747
ENSG00000072694
ENSG00000117152
ENSG00000143248
ENSG00000116132
ENSG00000116183
ENSG00000143333
ENSG00000058085
ENSG00000116701
ENSG00000116690
ENSG00000073756
ENSG00000090104
ENSG00000116741
ENSG00000066279
ENSG00000081237
ENSG00000159166
ENSG00000133048
ENSG00000122176
ENSG00000188783
ENSG00000196188
ENSG00000162892
ENSG00000162896
ENSG00000174059
ENSG00000196878
ENSG00000123689
ENSG00000117594
ENSG00000162772
ENSG00000136630
ENSG00000232679
ENSG00000243709
ENSG00000135744
ENSG00000116962
ENSG00000189292
ENSG00000130508
ENSG00000118004
ENSG00000134321
ENSG00000115738
ENSG00000171848
ENSG00000162981
ENSG00000115884
ENSG00000143878
ENSG00000138080
ENSG00000213626
ENSG00000049323
ENSG00000138061
ENSG00000152518
ENSG00000138079
ENSG00000138083
ENSG00000115956
ENSG00000196975
ENSG00000135636
ENSG00000003137
ENSG00000135625
ENSG00000159399
ENSG00000143954
ENSG00000172023
ENSG00000115386
ENSG00000172016
ENSG00000034510
ENSG00000042493
ENSG00000168899
ENSG00000222041
ENSG00000232931
ENSG00000174501
ENSG00000163121
ENSG00000115641
ENSG00000144063
ENSG00000172965
ENSG00000153208
ENSG00000125538
ENSG00000136689
ENSG00000163083
ENSG00000136732
ENSG00000121966
ENSG00000169554
ENSG00000115963
ENSG00000123610
ENSG00000115221
ENSG00000078098
ENSG00000152253
ENSG00000239474
ENSG00000091409
ENSG00000226363
ENSG00000155657
