cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9917081260364843,0.9966666666666667,0.9867986798679867,303.0,2
"CD16-negative, CD56-bright natural killer cell, human",0.8659793814432989,0.9333333333333333,0.8076923076923077,52.0,2
"CD16-positive, CD56-dim natural killer cell, human",0.9004329004329005,0.9585253456221198,0.8489795918367347,245.0,2
T-helper 22 cell,0.4743083003952569,0.410958904109589,0.5607476635514018,107.0,2
"central memory CD4-positive, alpha-beta T cell",0.7161125319693096,0.7671232876712328,0.6714628297362111,417.0,2
"effector CD8-positive, alpha-beta T cell",0.7591836734693876,0.7622950819672131,0.7560975609756098,123.0,2
"effector memory CD8-positive, alpha-beta T cell",0.6113537117903931,0.6422018348623854,0.5833333333333334,120.0,2
gamma-delta T cell,0.29230769230769227,0.2289156626506024,0.40425531914893614,47.0,2
mature NK T cell,0.8834355828220859,0.8780487804878049,0.8888888888888888,81.0,2
mucosal invariant T cell,0.54421768707483,0.5797101449275363,0.5128205128205128,78.0,2
naive B cell,0.9865951742627346,1.0,0.9735449735449735,189.0,2
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7673469387755102,0.7230769230769231,0.8173913043478261,230.0,2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7804878048780487,0.757396449704142,0.8050314465408805,159.0,2
