fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_harmony,0.7597134045066061,0.8217270194986073,7953,2154,13,18,5,Site,2
2,X_harmony,0.6781449569921391,0.7298930729893073,7956,2151,13,18,5,Site,2
3,X_harmony,0.7948821074539468,0.8286106032906764,7919,2188,13,18,5,Site,2
4,X_harmony,0.750515985911471,0.7671081677704195,8295,1812,13,19,4,Site,2
5,X_harmony,0.7543924818192177,0.8107658157602664,8305,1802,13,19,4,Site,2
