scheme,dataset,batch,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_held_out_batchcov,filtered,yes,X_pca,0.7768696930868132,0.03340578922577953,0.8140285015734298,0.0377339272933415,5,8085.6,2021.4,13.0,Site,2.0
donor_held_out_batchcov,filtered,yes,hvg,0.7643397482319007,0.020337518809517997,0.8015847165011184,0.024353078474688282,5,8085.6,2021.4,13.0,Site,2.0
donor_held_out_batchcov,filtered,yes,X_harmony,0.7475297873366762,0.04260560816154634,0.7916209358618553,0.041989114806932654,5,8085.6,2021.4,13.0,Site,2.0
donor_held_out_batchcov,filtered,yes,X_scVI,0.7439752814291649,0.038099292898554474,0.7902791441620272,0.03847936602567235,5,8085.6,2021.4,13.0,Site,2.0
