cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9872611464968154,0.9935897435897436,0.9810126582278481,158.0,4
"CD16-negative, CD56-bright natural killer cell, human",0.8444444444444444,0.9047619047619048,0.7916666666666666,24.0,4
"CD16-positive, CD56-dim natural killer cell, human",0.931098696461825,0.9157509157509157,0.946969696969697,264.0,4
T-helper 22 cell,0.5819209039548023,0.6821192052980133,0.5073891625615764,203.0,4
"central memory CD4-positive, alpha-beta T cell",0.5721153846153846,0.49173553719008267,0.6839080459770115,174.0,4
"effector CD8-positive, alpha-beta T cell",0.7983870967741935,0.7557251908396947,0.8461538461538461,117.0,4
"effector memory CD8-positive, alpha-beta T cell",0.7799227799227798,0.7769230769230769,0.7829457364341085,129.0,4
gamma-delta T cell,0.28571428571428575,0.42105263157894735,0.21621621621621623,74.0,4
mature NK T cell,0.8435374149659864,0.9538461538461539,0.7560975609756098,82.0,4
mucosal invariant T cell,0.6774193548387096,0.65625,0.7,60.0,4
naive B cell,1.0,1.0,1.0,60.0,4
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8459119496855347,0.8005952380952381,0.8966666666666666,300.0,4
"naive thymus-derived CD8-positive, alpha-beta T cell",0.608974358974359,0.6551724137931034,0.5688622754491018,167.0,4
