cell_type,f1,precision,recall,support
naive B cell,1.0,1.0,1.0,124.8
CD14-positive monocyte,0.9907768204969468,0.9898457509824254,0.9918107103924794,230.6
"CD16-positive, CD56-dim natural killer cell, human",0.910344517191432,0.8931873788375068,0.9287612591046338,316.4
mature NK T cell,0.8684730943750181,0.9618429561906277,0.7960028541656826,89.8
"CD16-negative, CD56-bright natural killer cell, human",0.8552143436766281,0.8893235653235653,0.8267466422632055,49.4
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8352884060337077,0.8004462328636347,0.8762088670308253,295.8
"effector CD8-positive, alpha-beta T cell",0.6957143362603426,0.6541267778748308,0.7741651900627428,131.2
"effector memory CD8-positive, alpha-beta T cell",0.6719759630753925,0.6839635730143456,0.6747379521873889,118.4
"central memory CD4-positive, alpha-beta T cell",0.6652139337472113,0.6646092692971167,0.6872132557605959,223.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6645087215765606,0.7171129832511278,0.6235007275276229,156.2
mucosal invariant T cell,0.6516635711199631,0.6711164626512728,0.6386159530125047,69.2
T-helper 22 cell,0.5979815598749891,0.5962024917375286,0.6513249910663683,133.8
gamma-delta T cell,0.3107319679485969,0.4149198170250802,0.2729798890815235,82.8
