cell_type,f1,precision,recall,support
CD14-positive monocyte,0.989561586638831,0.9875,0.9916317991631799,239.0
"CD16-negative, CD56-bright natural killer cell, human",0.8928571428571429,0.9259259259259259,0.8620689655172413,58.0
"CD16-positive, CD56-dim natural killer cell, human",0.9626639757820383,0.9616935483870968,0.9636363636363636,495.0
T-helper 22 cell,0.5632183908045977,0.4537037037037037,0.7424242424242424,66.0
"central memory CD4-positive, alpha-beta T cell",0.6027397260273972,0.6875,0.5365853658536586,123.0
"effector CD8-positive, alpha-beta T cell",0.7407407407407408,0.7100591715976331,0.7741935483870968,155.0
"effector memory CD8-positive, alpha-beta T cell",0.7515151515151515,0.8322147651006712,0.6850828729281768,181.0
gamma-delta T cell,0.37575757575757573,0.36904761904761907,0.38271604938271603,81.0
mature NK T cell,0.8135593220338982,0.8347826086956521,0.7933884297520661,121.0
mucosal invariant T cell,0.6363636363636364,0.6774193548387096,0.6,70.0
naive B cell,0.9969418960244648,1.0,0.9939024390243902,164.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8167938931297709,0.7642857142857142,0.8770491803278688,244.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7457627118644068,0.7971014492753623,0.7006369426751592,157.0
