cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9904761904761905,0.9936305732484076,0.9873417721518988,158.0
"CD16-negative, CD56-bright natural killer cell, human",0.8260869565217391,0.8636363636363636,0.7916666666666666,24.0
"CD16-positive, CD56-dim natural killer cell, human",0.9387755102040817,0.92,0.9583333333333334,264.0
T-helper 22 cell,0.6089385474860335,0.7032258064516129,0.5369458128078818,203.0
"central memory CD4-positive, alpha-beta T cell",0.5720930232558139,0.48046875,0.7068965517241379,174.0
"effector CD8-positive, alpha-beta T cell",0.8211382113821138,0.7829457364341085,0.8632478632478633,117.0
"effector memory CD8-positive, alpha-beta T cell",0.7829457364341085,0.7829457364341085,0.7829457364341085,129.0
gamma-delta T cell,0.2777777777777778,0.4411764705882353,0.20270270270270271,74.0
mature NK T cell,0.8493150684931506,0.96875,0.7560975609756098,82.0
mucosal invariant T cell,0.7130434782608696,0.7454545454545455,0.6833333333333333,60.0
naive B cell,1.0,1.0,1.0,60.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8712241653418124,0.8328267477203647,0.9133333333333333,300.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6624203821656051,0.7074829931972789,0.6227544910179641,167.0
