cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9905362776025236,0.9874213836477987,0.9936708860759493,158.0
"CD16-negative, CD56-bright natural killer cell, human",0.8372093023255814,0.9473684210526315,0.75,24.0
"CD16-positive, CD56-dim natural killer cell, human",0.9582577132486388,0.9198606271777003,1.0,264.0
T-helper 22 cell,0.584958217270195,0.6730769230769231,0.5172413793103449,203.0
"central memory CD4-positive, alpha-beta T cell",0.5458515283842795,0.44014084507042256,0.7183908045977011,174.0
"effector CD8-positive, alpha-beta T cell",0.8559322033898306,0.8487394957983193,0.8632478632478633,117.0
"effector memory CD8-positive, alpha-beta T cell",0.7340823970037453,0.7101449275362319,0.7596899224806202,129.0
gamma-delta T cell,0.23214285714285715,0.34210526315789475,0.17567567567567569,74.0
mature NK T cell,0.8435374149659864,0.9538461538461539,0.7560975609756098,82.0
mucosal invariant T cell,0.5535714285714286,0.5961538461538461,0.5166666666666667,60.0
naive B cell,1.0,1.0,1.0,60.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.842948717948718,0.8117283950617284,0.8766666666666667,300.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.5179856115107914,0.6486486486486487,0.4311377245508982,167.0
