cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9828850855745721,0.9852941176470589,0.9804878048780488,205.0
"CD16-negative, CD56-bright natural killer cell, human",0.0,0.0,0.0,84.0
"CD16-positive, CD56-dim natural killer cell, human",0.7028627838104641,0.5751211631663974,0.9035532994923858,394.0
T-helper 22 cell,0.24870466321243526,0.32432432432432434,0.20168067226890757,119.0
"central memory CD4-positive, alpha-beta T cell",0.4911504424778761,0.3894736842105263,0.6646706586826348,167.0
"effector CD8-positive, alpha-beta T cell",0.37209302325581395,0.48484848484848486,0.3018867924528302,212.0
"effector memory CD8-positive, alpha-beta T cell",0.1984126984126984,0.16666666666666666,0.24509803921568626,102.0
gamma-delta T cell,0.03636363636363636,0.2,0.02,100.0
mature NK T cell,0.8044692737430168,0.935064935064935,0.7058823529411765,102.0
mucosal invariant T cell,0.022727272727272728,0.1,0.01282051282051282,78.0
naive B cell,0.9942196531791908,0.9885057471264368,1.0,86.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.5599999999999998,0.5009940357852882,0.6347607052896725,397.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.15469613259668508,0.3684210526315789,0.0979020979020979,143.0
