cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9960474308300395,1.0,0.9921259842519685,254.0
"CD16-negative, CD56-bright natural killer cell, human",0.8421052631578947,0.9230769230769231,0.7741935483870968,31.0
"CD16-positive, CD56-dim natural killer cell, human",0.9498806682577565,0.9170506912442397,0.9851485148514851,202.0
T-helper 22 cell,0.6561514195583596,0.7027027027027027,0.6153846153846154,169.0
"central memory CD4-positive, alpha-beta T cell",0.7379454926624738,0.7302904564315352,0.7457627118644068,236.0
"effector CD8-positive, alpha-beta T cell",0.736,0.6301369863013698,0.8846153846153846,52.0
"effector memory CD8-positive, alpha-beta T cell",0.576271186440678,0.5666666666666667,0.5862068965517241,58.0
gamma-delta T cell,0.5483870967741935,0.6144578313253012,0.49514563106796117,103.0
mature NK T cell,0.943089430894309,0.9830508474576272,0.90625,64.0
mucosal invariant T cell,0.5254237288135594,0.5166666666666667,0.5344827586206896,58.0
naive B cell,1.0,1.0,1.0,121.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8477905073649754,0.8491803278688524,0.8464052287581699,306.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8459016393442623,0.821656050955414,0.8716216216216216,148.0
