cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9900332225913622,0.9966555183946488,0.9834983498349835,303.0
"CD16-negative, CD56-bright natural killer cell, human",0.8514851485148515,0.8775510204081632,0.8269230769230769,52.0
"CD16-positive, CD56-dim natural killer cell, human",0.9156118143459916,0.9475982532751092,0.8857142857142857,245.0
T-helper 22 cell,0.509090909090909,0.4166666666666667,0.6542056074766355,107.0
"central memory CD4-positive, alpha-beta T cell",0.6675824175824175,0.7813504823151125,0.5827338129496403,417.0
"effector CD8-positive, alpha-beta T cell",0.7004608294930875,0.8085106382978723,0.6178861788617886,123.0
"effector memory CD8-positive, alpha-beta T cell",0.6543778801843319,0.7319587628865979,0.5916666666666667,120.0
gamma-delta T cell,0.24050632911392406,0.17117117117117117,0.40425531914893614,47.0
mature NK T cell,0.8588235294117647,0.8202247191011236,0.9012345679012346,81.0
mucosal invariant T cell,0.6493506493506493,0.6578947368421053,0.6410256410256411,78.0
naive B cell,1.0,1.0,1.0,189.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7938342967244701,0.71280276816609,0.8956521739130435,230.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7378640776699029,0.76,0.7169811320754716,159.0
