cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9968454258675079,0.9937106918238994,1.0,158.0
"CD16-negative, CD56-bright natural killer cell, human",0.7727272727272727,0.85,0.7083333333333334,24.0
"CD16-positive, CD56-dim natural killer cell, human",0.9648798521256932,0.9422382671480144,0.9886363636363636,264.0
T-helper 22 cell,0.6820512820512821,0.7112299465240641,0.6551724137931034,203.0
"central memory CD4-positive, alpha-beta T cell",0.585480093676815,0.49407114624505927,0.7183908045977011,174.0
"effector CD8-positive, alpha-beta T cell",0.8699186991869918,0.8294573643410853,0.9145299145299145,117.0
"effector memory CD8-positive, alpha-beta T cell",0.8106060606060606,0.7925925925925926,0.8294573643410853,129.0
gamma-delta T cell,0.3018867924528302,0.5,0.21621621621621623,74.0
mature NK T cell,0.8493150684931506,0.96875,0.7560975609756098,82.0
mucosal invariant T cell,0.7241379310344828,0.75,0.7,60.0
naive B cell,1.0,1.0,1.0,60.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8595317725752508,0.8624161073825504,0.8566666666666667,300.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7249190938511327,0.7887323943661971,0.6706586826347305,167.0
