fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,scanorama,0.41786228066190306,0.5571030640668524,7954,2154,13,18,5,Site,2
2,scanorama,0.3914679990599342,0.5439330543933054,7957,2151,13,18,5,Site,2
3,scanorama,0.4283526665656663,0.5518501598903609,7919,2189,13,18,5,Site,2
4,scanorama,0.4150269956383753,0.49337748344370863,8296,1812,13,19,4,Site,2
5,scanorama,0.41383642086424605,0.5677025527192009,8306,1802,13,19,4,Site,2
