cell_type,f1,precision,recall,support
naive B cell,0.9968824786540063,0.994849683950871,0.9989417989417989,124.0
CD14-positive monocyte,0.9806753492117828,0.9787828144100604,0.9827787324092145,231.8
mature NK T cell,0.8414687284164876,0.9404040404040404,0.7658534339269687,90.0
"CD16-positive, CD56-dim natural killer cell, human",0.6901503102952773,0.6003716816378756,0.8321898282234729,320.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.5068553726268743,0.4402422337320613,0.610923966138644,295.4
"central memory CD4-positive, alpha-beta T cell",0.4585765362800629,0.36667450886682784,0.6332724307541959,223.4
"effector CD8-positive, alpha-beta T cell",0.31701604406101247,0.360271546635183,0.30467332303830086,131.8
T-helper 22 cell,0.19751328727198456,0.2606285499986287,0.1754647704128793,132.8
"effector memory CD8-positive, alpha-beta T cell",0.1595256889848628,0.23254814151365877,0.15445936676362562,118.0
"CD16-negative, CD56-bright natural killer cell, human",0.09752154069707948,0.2649462365591398,0.06356635577992642,49.8
"naive thymus-derived CD8-positive, alpha-beta T cell",0.05729204876685782,0.17271717755928281,0.03479550498887621,154.8
mucosal invariant T cell,0.0374794456189805,0.14779411764705883,0.02231779714538335,68.8
gamma-delta T cell,0.03206371236905588,0.1,0.021751084417751084,81.0
