cell_type,f1,precision,recall,support
CD14-positive monocyte,0.989517819706499,0.9915966386554622,0.9874476987447699,239.0
"CD16-negative, CD56-bright natural killer cell, human",0.8360655737704918,0.796875,0.8793103448275862,58.0
"CD16-positive, CD56-dim natural killer cell, human",0.9319796954314721,0.936734693877551,0.9272727272727272,495.0
T-helper 22 cell,0.5777777777777777,0.45614035087719296,0.7878787878787878,66.0
"central memory CD4-positive, alpha-beta T cell",0.6066350710900474,0.7272727272727273,0.5203252032520326,123.0
"effector CD8-positive, alpha-beta T cell",0.7598784194528876,0.7183908045977011,0.8064516129032258,155.0
"effector memory CD8-positive, alpha-beta T cell",0.7590361445783133,0.8344370860927153,0.6961325966850829,181.0
gamma-delta T cell,0.38961038961038963,0.410958904109589,0.37037037037037035,81.0
mature NK T cell,0.8636363636363636,0.9595959595959596,0.7851239669421488,121.0
mucosal invariant T cell,0.6711409395973155,0.6329113924050633,0.7142857142857143,70.0
naive B cell,1.0,1.0,1.0,164.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8255159474671669,0.7612456747404844,0.9016393442622951,244.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7569444444444444,0.8320610687022901,0.6942675159235668,157.0
