scheme,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_cv,hvg,0.7624012952436564,0.018979533039634167,0.7994511945995857,0.023088176552149908,5,8086.4,2021.6,13.0,Site,2.0
donor_cv,pca,0.7770501694086336,0.03177814016844428,0.8155335200547082,0.03669323492889724,5,8086.4,2021.6,13.0,Site,2.0
donor_cv,harmony,0.7482728119322782,0.04087028935937877,0.7938874415790131,0.04125526611116082,5,8086.4,2021.6,13.0,Site,2.0
donor_cv,scvi,0.7453124224883404,0.037493692322803696,0.7922822955525144,0.03983128933714725,5,8086.4,2021.6,13.0,Site,2.0
donor_cv,scanorama,0.41330927255802496,0.013484280403483172,0.5427932629026857,0.028941703887931526,5,8086.4,2021.6,13.0,Site,2.0
