fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.7653283156346434,0.8245125348189415,7953,2154,13,18,5,Site,2
2,harmony,0.6786586125377183,0.7340771734077174,7956,2151,13,18,5,Site,2
3,harmony,0.7850952748148946,0.8212979890310786,7919,2188,13,18,5,Site,2
4,harmony,0.7438521851565387,0.7660044150110376,8295,1812,13,19,4,Site,2
5,harmony,0.7510270431919053,0.8079911209766926,8305,1802,13,19,4,Site,2
