cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9747899159663866,0.9789029535864979,0.9707112970711297,239.0
"CD16-negative, CD56-bright natural killer cell, human",0.1797752808988764,0.25806451612903225,0.13793103448275862,58.0
"CD16-positive, CD56-dim natural killer cell, human",0.7164790174002047,0.7261410788381742,0.7070707070707071,495.0
T-helper 22 cell,0.15584415584415584,0.13636363636363635,0.18181818181818182,66.0
"central memory CD4-positive, alpha-beta T cell",0.41481481481481475,0.38095238095238093,0.45528455284552843,123.0
"effector CD8-positive, alpha-beta T cell",0.34760705289672544,0.28512396694214875,0.44516129032258067,155.0
"effector memory CD8-positive, alpha-beta T cell",0.17829457364341086,0.2987012987012987,0.1270718232044199,181.0
gamma-delta T cell,0.07633587786259541,0.1,0.06172839506172839,81.0
mature NK T cell,0.8363636363636364,0.9292929292929293,0.7603305785123967,121.0
mucosal invariant T cell,0.02325581395348837,0.0625,0.014285714285714285,70.0
naive B cell,0.9969604863221885,0.9939393939393939,1.0,164.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.4979811574697174,0.37074148296593185,0.7581967213114754,244.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.033707865168539325,0.14285714285714285,0.01910828025477707,157.0
