scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.9732851338858853,0.9740994617472513,108682,7,batch,14
random_split,pca,0.9521365308753696,0.9533514284399871,108682,7,batch,14
random_split,harmony,0.9457708868369069,0.9472788333256659,108682,7,batch,14
